max,mean,median,min,std
0.4243275065664342,0.35383767282928746,0.3552916881775942,0.24044117647058824,0.0394265229935421
0.9761784085149519,0.5429061235818474,0.39038175508180467,0.244228432563791,0.2563832675084052
0.9961696694566605,0.5586748346095819,0.40344564387743975,0.26508295625942685,0.26108930953206505
1.0048846012944193,0.5691460818766366,0.4191284663271081,0.2680166016853226,0.2602244806930328
1.0231854838709677,0.5791076192309517,0.4309888947646748,0.2701344389998744,0.25910202005969185
1.0246982100735396,0.5873275838490318,0.4431777378815081,0.27169811320754716,0.2574911774186368
1.0340485074626866,0.5950894928842702,0.4529055828290901,0.2733333333333333,0.2563197574435641
1.0414898632720415,0.6020605603569621,0.4643423137876387,0.27564102564102566,0.25445982120580934
1.0326536869538556,0.6086816652116588,0.4763146458061712,0.2771704988063827,0.2523663666103488
1.038290879211175,0.6146536904878492,0.486427229066611,0.2810062893081761,0.2506156060146163
1.0363839285714285,0.6198507746853902,0.4946295484436651,0.28231891348088534,0.24851499346072015
1.0331552482715274,0.6252145536299966,0.5049645390070922,0.2847798742138365,0.2460172145951722
1.0282204515272244,0.6298648233176568,0.5138714465121589,0.2869171798416489,0.2442258592232365
1.03510093401627,0.6343424225422789,0.5229045369658354,0.2886766369234636,0.24193774471356216
1.0271760535643955,0.6385965167525423,0.5305834655385158,0.28939432018094996,0.23993099634074372
1.0336124680158176,0.6424616710226012,0.5378128644478335,0.2912108638249717,0.23801073289778474
1.02294081757169,0.6463705634269762,0.5446968832058454,0.29278713244533805,0.236214294439381
1.0225476522547652,0.6499482909142954,0.5512778326203795,0.29823899371069185,0.23493359005783807
1.0239465570400823,0.6536824524779857,0.5589805032131576,0.29974842767295595,0.23325438457307562
1.0326892109500805,0.6572389599085228,0.5642517186673718,0.2971069182389937,0.23215771683730488
1.0295876130614747,0.6604615411366926,0.568802781917536,0.30232266164469557,0.23087802326083118
