max,mean,median,min,std
1.044391121775645,0.9733543667021199,0.9725365264198615,0.8534580498866213,0.022830612310509882
1.0480943738656987,0.9724614419156381,0.9716014897579144,0.8188109468386285,0.02271202173448943
1.0443363844393592,0.9724231077880768,0.9709005947323704,0.8720100713386487,0.02175720228495526
1.0396059713618362,0.9721468554746276,0.9707839166907724,0.8379143936214856,0.021387976516908092
1.0436833470057425,0.9715530218486194,0.9698082780863645,0.8667800453514739,0.020644817478222145
1.040431635022538,0.9703655104365908,0.9695959199686152,0.8801942795466811,0.020220445554844778
1.0409559602968101,0.9688469085276507,0.968791916301529,0.8550841479391313,0.02076979486085121
1.0359541274925095,0.9682922165135986,0.9686232080064917,0.8731998595012294,0.019967680470815322
1.0441077763927509,0.9669611416013566,0.9676983897406229,0.8579563429294527,0.020337263766114094
1.0393122676579927,0.9668069515323208,0.967686904164576,0.8293117918590013,0.019821090899716565
1.033692476260044,0.9661335287494993,0.9669825144085181,0.8306756189676878,0.019558210289478673
1.0583080917351795,0.9658956814070193,0.9674327415314236,0.8202092194505115,0.0200456629082983
1.0362989323843417,0.9659369773226423,0.966814387302896,0.8577089337175793,0.01886126858943846
1.0395662706194486,0.9652023813808316,0.9665463041631266,0.8466107617051013,0.019606220692524247
1.0403806934058464,0.9643165357235235,0.9665145906860635,0.8389057750759878,0.02070604443163271
1.034367396593674,0.9635998721663255,0.9670890864384339,0.7996747967479675,0.022461676343429965
1.0185864514551235,0.964021094802576,0.9669739641373721,0.8334774151718176,0.021292697733990777
1.0132137228755,0.962929229985531,0.9667341934108113,0.8282489322757779,0.022307189272780404
1.0088948187680675,0.9632678979140283,0.9666775208943884,0.8019817309180988,0.021811302261363328
1.011639081687133,0.9635432259002894,0.9664971582411008,0.7579477494491659,0.021288036924271884
1.015380918048546,0.962504856340333,0.966566424907129,0.7805647578482411,0.023486192120777415
