max,mean,median,min,std
0.4243275065664342,0.35383767282928746,0.3552916881775942,0.24044117647058824,0.0394265229935421
0.9812269527321489,0.9031557564193667,0.9139784946236559,0.4317061143984221,0.05101489031523108
0.9947413303013075,0.9248921276972475,0.9345774345774346,0.5150283321015028,0.0429099893499136
1.0087922823299549,0.9349614970047433,0.9432954655791824,0.5509424664284834,0.03870038612773624
1.023854272083273,0.9413977955688517,0.948684343179756,0.5930088932806324,0.03583972691744423
1.0283138470207072,0.946076208942058,0.9523668053079818,0.6212944664031621,0.03404383633147228
1.0343061161130085,0.9502483258517228,0.9552223582211342,0.6371594131426458,0.03258939569393784
1.0337149129684804,0.9531086922656999,0.9578482537133681,0.6580954724409449,0.031733228645288256
1.0355783551216284,0.9559291810486594,0.9602605863192183,0.6733940438099926,0.030783383607362453
1.033479349186483,0.9578220493824379,0.9614740368509213,0.6877231867996552,0.02982424480040936
1.0400483602841166,0.9590512267674426,0.9627238839894536,0.6988573534832289,0.029341703456474206
1.0387157695939566,0.9603714169859432,0.9637875536480687,0.6994340551181102,0.028771925733132375
1.0327811068029609,0.9616707102350104,0.9646184340931615,0.7089941458222458,0.028311889016525992
1.0358764759309718,0.9625403276565543,0.9656311372969113,0.7187384501663177,0.028082775999915446
1.0351311232063336,0.9636735102054435,0.9664777639035635,0.727810650887574,0.027185237688460876
1.0338034735983215,0.9644090552462317,0.966688800354139,0.7329545454545454,0.0269858679201928
1.0251339101771735,0.9655841528727289,0.9676624906306885,0.7403656126482213,0.026439936762070883
1.0242094289354802,0.9663028173569325,0.9683646112600536,0.7412302371541502,0.026068033475125017
1.033162844415113,0.967426130953128,0.9693400817597819,0.7465415019762845,0.025743725032979583
1.0334850455136542,0.9680648766142717,0.9698562221120476,0.7532114624505929,0.025507202197552828
1.0340052315740884,0.9688058595871071,0.9699726027397261,0.7573556567770529,0.025602113981300946
