max,mean,median,min,std
1.044391121775645,0.9759490218708688,0.9754199604743083,0.9229104400700814,0.024027084671933124
1.0295645225729124,0.9748286465169956,0.9753098661378284,0.9216668157024054,0.02214048115638962
1.0351859256297482,0.975453648610157,0.9760884726511906,0.9243494590002682,0.02219862238161932
1.0341692476770905,0.9737313669759766,0.9744,0.9232764016811231,0.021846089197223237
1.0324027916251246,0.9734799857334572,0.973905634252849,0.9252808409770175,0.021169233744120722
1.0410097784873278,0.9724702103977841,0.971770998415214,0.9235446660109095,0.021439351927498462
1.029103956942091,0.9719678490846463,0.9707728520988623,0.9225610301350263,0.02080800154002063
1.0351859256297482,0.9710277537472256,0.9713613181639859,0.9246177233300545,0.020844739318017422
1.032283778397768,0.9709437647469202,0.9716719492868463,0.9236340874541715,0.021272954747319984
1.0293032991129274,0.9692399308272753,0.9709589041095891,0.89025681758009,0.023107131345768646
1.0406536468712635,0.9686832370539289,0.9699476439790576,0.9200423616626953,0.022473872727741314
1.032508974870363,0.967882970028629,0.9686261912410322,0.8951335625495901,0.02274449372908037
1.0457718388512165,0.9686502606527991,0.9704161248374512,0.8940637526245466,0.023785962374524808
1.0307078763708872,0.96908569641934,0.9705575276675715,0.9256013592059376,0.021873253698075433
1.0332768755604265,0.9700225735364315,0.9703965236284627,0.9222927658052401,0.020181829648236522
1.033622667863913,0.9708735468743748,0.9731576862123613,0.9233658231243852,0.020740029645333974
1.030710938278991,0.9716683331001841,0.9725633914421553,0.9248685973410286,0.02049075833155356
1.025796812749004,0.9694911463808144,0.9684953829440521,0.9257802020924618,0.019810764829080698
1.0274780175859313,0.9690413501733627,0.9714830912753101,0.9093699946609717,0.021521302117890988
1.033393321335733,0.9693432556793744,0.9703487158070578,0.9232764016811231,0.02014369879135991
1.0274423710208562,0.9693158681820779,0.9684342305284808,0.9231165618880759,0.019632206356916145
