loss,val_loss
819.8365166015625,247.3492568359375
183.8293426513672,158.93724462890626
150.25819836425782,144.3883916015625
142.0405985107422,141.31806213378906
139.71568640136718,141.38346325683594
138.87056982421876,141.19508325195312
138.36798229980468,139.85163696289064
138.14823266601562,140.32370739746094
137.63568432617188,139.07610107421874
137.44846948242187,139.59490954589845
136.97405053710938,138.97759497070314
136.75178198242187,138.5228623046875
136.32393640136718,138.3814033203125
135.9461856689453,137.91072216796874
135.4143994140625,137.612689453125
135.19990686035158,137.45261700439454
134.97064489746094,136.9502518310547
134.70380810546874,136.43999682617186
134.4125834350586,135.88895922851563
133.94948522949218,135.908005859375
133.59003051757813,135.3892516479492
133.02884497070312,135.15220025634767
132.63893005371094,134.83655212402343
132.40946325683595,134.51881951904298
132.21488958740235,134.04102270507812
131.8389149169922,133.04622875976563
131.32675988769532,133.07001873779296
130.92138354492187,131.97988299560546
130.53856665039064,132.60924145507812
130.18247595214845,131.95871508789062
129.75158874511717,131.67498669433593
129.31727111816406,130.58749157714843
128.8814453125,130.27002618408204
127.78140209960938,129.55610748291016
126.837712890625,127.41541442871093
125.912935546875,125.98425793457031
124.49503271484375,125.97705487060547
123.85612707519532,125.91463061523437
123.1696752319336,124.9018768310547
122.8966649169922,123.52723767089844
121.71352770996094,121.85035760498047
120.16774291992188,119.15176831054687
118.30027416992188,119.49288586425781
116.53495349121094,115.21570043945313
114.50717529296875,115.94473333740234
113.05520275878906,113.77101940917969
112.32559912109375,115.01496221923829
110.68737103271485,112.47685528564453
110.02968688964843,109.76146350097656
108.30134509277343,110.07147192382813
107.33668560791016,107.63356774902344
106.10630383300781,107.38420874023437
105.36276812744141,105.511607421875
103.79448937988282,104.31198913574218
102.79496197509765,104.49586950683593
102.3719321899414,104.98482733154297
101.57021716308594,103.64265930175782
100.20439099121094,101.99717254638672
99.95853308105468,103.7271279296875
100.00556848144531,104.22742169189453
98.84745611572265,101.90907611083985
98.77560540771485,103.98695404052734
98.46490246582032,106.32328015136719
97.972255859375,101.91465301513672
97.38082135009766,101.9848974609375
96.23420178222656,102.37697662353516
96.04823840332031,101.72577569580078
95.19580963134766,102.23196978759766
94.91532916259766,105.09584283447266
94.49850427246093,103.63284442138672
94.45448150634766,101.36390032958984
93.9333618774414,101.34147882080079
93.33169830322265,102.63050909423828
93.47982849121094,102.46004510498047
93.08770129394532,102.61290893554687
92.66145513916015,102.6606201171875
92.31615661621093,104.26224291992187
92.38451031494141,102.99170867919922
91.84850744628906,102.65043627929687
91.73815264892578,103.38775866699218
92.11930041503906,102.70517120361328
91.38465557861328,102.20492163085937
90.61780621337891,103.75404595947266
91.13932177734375,107.35061547851562
90.62922650146484,104.82535369873047
91.15636242675781,105.09166021728515
90.39603314208985,107.66443292236328
90.73921130371093,103.65487286376953
90.84640124511719,102.20073919677735
89.94337438964844,101.64041424560547
89.28371911621093,103.73976550292969
89.24245068359374,103.78545562744141
89.32273724365234,104.09072772216797
89.49981591796875,104.32131713867187
89.99507635498047,107.14656732177734
89.25388171386719,105.28285412597656
88.62761828613282,102.20028112792968
88.496134765625,105.4254365234375
88.5248642578125,111.09163385009765
88.07276263427734,103.09917175292969
87.6436538696289,107.75030798339844
87.41854656982422,104.07046112060547
87.75832946777344,110.09156298828125
88.2702661743164,105.76380749511719
87.30695184326171,106.73577142333984
86.9779771118164,105.05505505371094
87.2219423828125,105.46924151611329
87.04328936767578,104.31020239257812
87.1537449951172,108.61557208251953
86.95242712402344,108.298080078125
86.59562200927735,107.97494244384765
87.28950891113281,113.96148645019531
86.86657189941407,109.25832055664063
86.63017120361329,104.28081359863282
85.99830914306641,109.74874768066407
