loss,val_loss
372.8290280490451,80.3586505126953
128.26167477077908,77.87571716308594
122.65613796657986,77.79574234008788
121.27352881537543,76.84646957397462
120.28563856336805,76.36297332763672
119.61279947916667,76.74202041625976
118.81360348171658,76.08857894897461
118.29594974093968,76.14083755493164
117.29117404513889,75.31233978271484
116.58513041178385,75.41658203125
115.35775716145834,74.89422897338868
114.50515889485678,74.26265838623047
113.39374742296008,73.74488906860351
112.54501074896919,72.42313888549805
111.6530238172743,72.39783111572265
110.67656792534723,72.74814315795898
109.62462212456597,71.49853851318359
107.6034444173177,71.01525573730468
104.49054629855686,70.90529464721679
102.01248162163628,69.37782470703125
100.50515814887153,71.10273315429687
98.9443185763889,69.13445159912109
98.29650346544054,69.42737213134765
97.66068627251519,71.4204409790039
97.45345713297526,69.60233596801758
96.60513332790799,67.11282852172852
96.70429643419054,69.16683578491211
95.98536607530382,69.50398651123047
96.20423800998265,67.50571548461915
95.31050679524739,70.32244033813477
95.20897854275174,66.35210601806641
94.9952040608724,68.7613427734375
94.93741502549913,68.19633087158203
94.87795661078559,67.02554855346679
94.90992940266928,69.91799179077148
94.79901380750869,66.48196472167969
94.68638210720486,68.75931823730468
94.44975067138672,66.69779327392578
94.45442437065972,68.3460011291504
94.40981547037761,67.85877563476562
94.28705708821614,67.51723876953125
94.41499270968967,67.03368194580078
94.34805009629991,68.02675415039063
94.17611629909939,67.05223541259765
94.63257568359376,68.73243133544922
93.6896885172526,67.26611297607423
92.58421149359809,67.77376159667969
92.39749403211806,63.722467498779295
91.00102562798394,64.7771875
90.25913499620226,62.447957611083986
89.76097951253256,62.67615539550781
89.3731356133355,66.91865905761719
89.12879380967883,62.99223907470703
88.6773376803928,63.206417388916016
88.30153652615017,61.950235290527345
89.08471934000652,63.067618713378906
88.58417338053385,69.76166564941406
88.9668896484375,62.9770849609375
88.64151014539931,62.96156433105469
91.24516859266492,75.48163894653321
90.90282165527344,62.78575775146484
88.55714701334635,60.97374267578125
88.1675282796224,62.429345703125
88.77978034125434,62.94090042114258
87.85415486653646,61.716745147705076
89.24019487169053,63.147127380371096
88.73201822916667,62.632613830566406
88.19107106526693,61.53400909423828
87.81032708062067,61.393418884277345
87.68311130099826,61.119561767578126
87.39424747043186,61.63452880859375
87.37920328776042,61.074734649658204
87.31320821126302,62.179187622070316
87.03974707709419,60.90782958984375
87.20115525987413,60.49466659545899
87.54897989908854,60.41029998779297
88.29125549316406,62.40460525512695
87.58912156846789,61.72868270874024
87.42601874457465,61.60009063720703
87.02400824652777,60.13954620361328
86.83941511366102,60.28320831298828
87.11763495551216,62.30673461914063
86.8607187906901,60.788563842773435
86.62879503038195,59.93111114501953
86.70551547580295,62.35615295410156
86.89855068630642,60.26396453857422
86.69873060438368,59.57532989501953
86.9047961086697,60.74162353515625
87.31335222032335,60.28499176025391
87.28832743326824,59.607023010253904
86.56894890679253,59.39096038818359
86.34777726915148,59.80361450195313
86.20473571777343,59.81256057739258
86.47668551974826,60.15390335083008
86.76976565890843,60.915107421875
86.04693545871311,61.28683746337891
86.19670789930555,58.88386352539062
85.99543314615886,58.817825622558594
86.29777459038628,58.14553680419922
85.76011664496528,59.99064041137695
85.84270026312934,59.11834274291992
85.97690138075087,59.072262878417966
85.72316463894315,57.80759704589844
85.4297944132487,58.80654571533203
85.5616827053494,61.777083740234374
88.20513105604384,65.31745529174805
90.7813976711697,63.89390747070313
88.65730102539062,61.87809112548828
89.23828586154514,63.6374479675293
89.37858608669706,61.83386932373047
87.78039120144314,61.967396392822266
87.35368306477865,61.04222244262695
87.01758639865452,61.001805725097654
86.65982889811198,59.41594879150391
86.41987131754557,61.11220886230469
87.18688968234592,59.764597778320315
86.12720675998264,59.771163635253906
85.84562181260851,59.66200622558594
85.46288130018446,57.99765380859375
85.4212299601237,59.84868408203125
85.50453152126737,58.34736312866211
84.84026512993707,59.43537902832031
84.76316904703776,58.193504333496094
84.43990075005425,58.774228210449216
84.02202731662327,58.8086686706543
84.14163123236762,58.121720428466794
87.97091993543837,58.9548910522461
86.57698601616754,58.20212692260742
85.24517547607422,58.948446350097655
84.60336771647135,58.16358856201172
84.41890916612414,57.87788604736328
85.1641646999783,58.936587524414065
84.15053738064236,56.709041137695316
84.00630981445312,57.56008605957031
84.49511386447483,58.07860046386719
84.34006612141927,56.91189605712891
83.64404147677952,57.09514694213867
83.12560214572483,57.94117340087891
83.1358250257704,56.39462982177734
82.90919345431858,57.029984893798826
82.75539367675782,61.02272399902344
83.70065256754557,56.99264465332031
83.35375169542101,60.85319152832031
83.40681043836805,57.78541259765625
82.93272766113282,57.925050048828126
82.25186326768663,57.28133483886719
82.16977749294705,57.52996154785156
82.43537604437934,58.238501739501956
83.65124328613281,59.059009399414066
82.92997968885633,57.347329711914064
82.36656243218316,56.8984977722168
81.95326748318142,56.084129638671875
82.0909151204427,57.17596649169922
81.91668585883247,57.336420135498045
82.0834925672743,56.74690399169922
81.8634410264757,57.18203323364258
81.45217085096571,57.33616897583008
83.27484720865885,57.3802424621582
83.26006473117404,56.53989685058594
82.34919894748263,56.39505798339844
82.22133870442708,56.34166168212891
82.30156999376085,55.7648959350586
81.97509813096788,56.37294494628906
81.64404242621528,57.16131225585937
81.34220994737413,56.499960327148436
81.78579871283637,56.881912841796876
81.28582221137152,55.91779357910156
81.38787689208985,56.543219299316405
81.04866268581814,57.119522399902344
80.9540928141276,56.13143676757812
